timestamp_secs,measured_kW
1700111477,3268.28
1700112077,3441.10
1700112677,3422.60
1700113277,3432.51
1700113877,3380.16
1700114477,3350.13
1700115077,3410.56
1700115677,3377.68
1700116277,3504.08
1700116877,3750.85
1700117477,3695.74
1700118077,3787.13
1700118677,3612.21
1700119277,3930.97
1700119877,3747.75
1700120477,4032.95
1700121077,3787.73
1700121677,3906.93
1700122277,3771.75
1700122877,4045.45
1700123477,3764.20
1700124077,3533.85
1700124677,3754.70
1700125277,3650.98
1700125877,3749.77
1700126477,3722.30
1700127077,3843.72
1700127677,3733.63
1700128277,4032.11
1700128877,4060.76
1700129477,4151.50
1700130077,3995.39
1700130677,3982.49
1700131277,3969.16
1700131877,4073.12
1700132477,4083.58
1700133077,4177.32
1700133677,3945.44
1700134277,3898.19
1700134877,3914.51
1700135477,3943.23
1700136077,3999.26
1700136677,3857.41
1700137277,4104.62
1700137877,3995.01
1700138477,3811.55
1700139077,3894.71
1700139677,3981.72
1700140277,3990.67
1700140877,4110.21
1700141477,3824.60
1700142077,3988.86
1700142677,3966.36
1700143277,4033.77
1700143877,4090.97
1700144477,4037.22
1700145077,4018.90
1700145677,4132.54
1700146277,3867.65
1700146877,3814.63
1700147477,3950.63
1700148077,3813.47
1700148677,3923.32
1700149277,3806.14
1700149877,4152.27
1700150477,4168.80
1700151077,4044.52
1700151677,4149.03
1700152277,4140.01
1700152877,3828.25
1700153477,4154.16
1700154077,4010.29
1700154677,4101.57
1700155277,3888.12
1700155877,3934.52
1700156477,3901.20
1700157077,4049.51
1700157677,3929.35
1700158277,3992.11
1700158877,4092.16
1700159477,4000.09
1700160077,4029.66
1700160677,3972.52
1700161277,3678.74
1700161877,3621.93
1700162477,3638.29
1700163077,3581.64
1700163677,3390.65
1700164277,3554.89
1700164877,3458.37
1700165477,3448.28
1700166077,3362.40
1700166677,3505.77
1700167277,3389.53
1700167877,3512.03
1700168477,3321.08
1700169077,3269.29
1700169677,3237.09
1700170277,3229.80
1700170877,3271.85
1700171477,3228.64
1700172077,3437.02
1700172677,3355.71
1700173277,3346.79
1700173877,3455.46
1700174477,3257.79
1700175077,3218.42
1700175677,3199.47
1700176277,3365.85
1700176877,3282.18
1700177477,3399.57
1700178077,3496.64
1700178677,4777.90
1700179277,3386.74
1700179877,3249.87
1700180477,3414.01
1700181077,3363.29
1700181677,3193.40
1700182277,3185.25
1700182877,3367.23
1700183477,3342.84
1700184077,3270.75
1700184677,3177.68
1700185277,3320.61
1700185877,4783.88
1700186477,4574.78
1700187077,4434.22
1700187677,4474.85
1700188277,4619.14
1700188877,4540.96
1700189477,4560.26
1700190077,4595.80
1700190677,4505.12
1700191277,4581.13
1700191877,4579.98
1700192477,4478.47
1700193077,4406.80
1700193677,4598.24
1700194277,4549.87
1700194877,4576.82
1700195477,4520.23
1700196077,4593.74
1700196677,4607.76
1700197277,3269.98
1700197877,4790.39
1700198477,4767.20
1700199077,4736.67
1700199677,4604.92
1700200277,4607.55
1700200877,3121.18
1700201477,4664.92
1700202077,4610.03
1700202677,4654.83
1700203277,4439.35
1700203877,4338.21
1700204477,4551.30
1700205077,4787.92
1700205677,4596.82
1700206277,4776.50
1700206877,4616.84
1700207477,4638.23
1700208077,4920.19
1700208677,4793.70
1700209277,3576.71
1700209877,3593.81
1700210477,4098.14
1700211077,3862.43
1700211677,3996.18
1700212277,3929.71
1700212877,3977.10
1700213477,4317.12
1700214077,4067.32
1700214677,4069.71
1700215277,4252.39
1700215877,4266.64
1700216477,4193.47
1700217077,4273.66
1700217677,4156.42
1700218277,3977.34
1700218877,3938.00
1700219477,4150.47
1700220077,4142.28
1700220677,3879.21
1700221277,4114.04
1700221877,3813.82
1700222477,4152.46
1700223077,4256.57
1700223677,3910.96
1700224277,4224.93
1700224877,4063.57
1700225477,3846.37
1700226077,4274.19
1700226677,4023.26
1700227277,3690.05
1700227877,3783.77
1700228477,4089.88
1700229077,4452.41
1700229677,4151.70
1700230277,4066.16
1700230877,4202.87
1700231477,4025.31
1700232077,3999.39
